"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender","bike_share_for_all_trip"
378,"2018-01-23 11:46:26.3620","2018-01-23 11:52:44.8810",49,"S Park St at 3rd St",37.7807601,-122.3949894,79,"7th St at Brannan St",37.7734919,-122.4036725,1775,"Subscriber",1980,"Female","No"
1011,"2018-01-23 11:35:45.2360","2018-01-23 11:52:36.5470",93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,3160,"Customer",1978,"Male","No"
383,"2018-01-23 11:46:11.3070","2018-01-23 11:52:34.8600",22,"Howard St at Beale St",37.789756,-122.394643,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,1211,"Subscriber",1961,"Male","No"
746,"2018-01-23 11:39:49.2980","2018-01-23 11:52:15.5690",202,"Washington St at 8th St",37.8007544,-122.2748943,200,"2nd Ave at E 18th St",37.800213566969795,-122.25381016731262,3490,"Subscriber",1983,"Male","Yes"
658,"2018-01-23 11:41:12.4810","2018-01-23 11:52:11.2150",62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,3180,"Subscriber",1983,"Male","No"
425,"2018-01-23 11:44:54.2110","2018-01-23 11:51:59.5250",6,"The Embarcadero at Sansome St",37.80477,-122.403234,23,"The Embarcadero at Steuart St",37.791464,-122.391034,1182,"Subscriber",1980,"Male","No"
515,"2018-01-23 11:42:20.4320","2018-01-23 11:50:55.5490",24,"Spear St at Folsom St",37.7896767,-122.3904285,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1539,"Subscriber",1983,"Male","No"
394,"2018-01-23 11:44:18.1880","2018-01-23 11:50:52.9640",195,"Bay Pl at Vernon St",37.81231409135146,-122.26077854633331,193,"Grand Ave at Santa Clara Ave",37.8127441,-122.2472152,1417,"Subscriber",1954,"Male","No"
734,"2018-01-23 11:38:00.8890","2018-01-23 11:50:15.1210",98,"Valencia St at 16th St",37.765052,-122.4218661,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,3137,"Subscriber",1976,"Male","Yes"
620,"2018-01-23 11:39:24.9600","2018-01-23 11:49:45.2750",194,"Lakeshore Ave at Trestle Glen Rd",37.8110807,-122.2432677,201,"10th St at Fallon St",37.7976728,-122.2629973,2113,"Subscriber",1952,"Male","No"
182,"2018-01-23 11:46:08.4580","2018-01-23 11:49:11.4270",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,45,"5th St at Howard St",37.781752,-122.405127,159,"Subscriber",1963,"Female","No"
890,"2018-01-23 11:34:03.7690","2018-01-23 11:48:54.6230",27,"Beale St at Harrison St",37.7880593,-122.3918648,4,"Cyril Magnin St at Ellis St",37.78588062694133,-122.4089150084319,2283,"Customer",1980,"Male","No"
279,"2018-01-23 11:44:05.2750","2018-01-23 11:48:45.2020",122,"19th St at Mission St",37.760299,-122.418892,97,"14th St at Mission St",37.7682646,-122.4201102,1519,"Subscriber",1981,"Male","No"
528,"2018-01-23 11:38:38.1410","2018-01-23 11:47:26.2190",10,"Washington St at Kearny St",37.79539293725452,-122.4047702550888,25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,3008,"Customer","","","No"
426,"2018-01-23 11:39:48.8310","2018-01-23 11:46:55.3050",49,"S Park St at 3rd St",37.7807601,-122.3949894,24,"Spear St at Folsom St",37.7896767,-122.3904285,1220,"Subscriber",1984,"Male","No"
585,"2018-01-23 11:37:03.9330","2018-01-23 11:46:49.9320",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,814,"Subscriber",1989,"Female","No"
891,"2018-01-23 11:31:54.4610","2018-01-23 11:46:45.4850",197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,186,"Lakeside Dr at 14th St",37.8013189,-122.2626418,408,"Subscriber",1959,"Male","No"
412,"2018-01-23 11:39:39.1920","2018-01-23 11:46:32.0920",45,"5th St at Howard St",37.781752,-122.405127,64,"5th St at Brannan St",37.7767539,-122.3990176,3156,"Subscriber",1990,"Male","No"
1084,"2018-01-23 11:28:02.8980","2018-01-23 11:46:07.2740",145,"29th St at Church St",37.7436839,-122.4268059,59,"S Van Ness Ave at Market St",37.774814,-122.418954,2599,"Subscriber",1971,"Male","No"
735,"2018-01-23 11:33:07.7000","2018-01-23 11:45:23.0080",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,2498,"Customer",1976,"Male","No"
1357,"2018-01-23 11:22:38.4020","2018-01-23 11:45:15.7960",28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,6,"The Embarcadero at Sansome St",37.80477,-122.403234,3366,"Customer","","","No"
1618,"2018-01-23 11:17:54.3200","2018-01-23 11:44:52.9870",70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1079,"Subscriber",1993,"Female","No"
351,"2018-01-23 11:38:52.3280","2018-01-23 11:44:43.7530",223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,113,"Franklin Square",37.764555,-122.410345,2711,"Subscriber",1969,"Male","No"
270,"2018-01-23 11:39:54.0650","2018-01-23 11:44:24.9260",321,"5th at Folsom",37.78014570345598,-122.40307085237873,64,"5th St at Brannan St",37.7767539,-122.3990176,1797,"Subscriber","","","No"
435,"2018-01-23 11:36:27.0230","2018-01-23 11:43:42.5030",125,"20th St at Bryant St",37.7592005,-122.409851,133,"Valencia St at 22nd St",37.7552126,-122.4209752,2443,"Subscriber",1983,"Female","No"
330,"2018-01-23 11:37:25.7600","2018-01-23 11:42:56.4180",312,"San Jose Diridon Station",37.329732,-121.901782,313,"Almaden Blvd at San Fernando St",37.331415,-121.8932,1912,"Subscriber",1989,"Female","No"
615,"2018-01-23 11:30:49.2470","2018-01-23 11:41:04.5230",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,353,"Subscriber",1987,"Male","No"
313,"2018-01-23 11:35:49.2440","2018-01-23 11:41:02.5040",306,"Saint James Park",37.339301,-121.889937,304,"Jackson St at 5th St",37.3487586867448,-121.89479783177376,1499,"Customer",1982,"Male","No"
190,"2018-01-23 11:37:35.8320","2018-01-23 11:40:46.8110",266,"Parker St at Fulton St",37.8624644,-122.2647911,268,"Ellsworth St at Russell St",37.85749021457153,-122.26157784461977,951,"Subscriber",1982,"Male","No"
359,"2018-01-23 11:33:45.2410","2018-01-23 11:39:44.7870",321,"5th at Folsom",37.78014570345598,-122.40307085237873,81,"Berry St at 4th St",37.77588,-122.39317,3246,"Subscriber",1993,"Male","No"
391,"2018-01-23 11:32:27.3920","2018-01-23 11:38:58.8240",269,"Telegraph Ave at Carleton St",37.8623199,-122.258801,246,"Berkeley Civic Center",37.8690599,-122.270556,2862,"Subscriber",1992,"Male","No"
252,"2018-01-23 11:34:35.9160","2018-01-23 11:38:48.4110",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,90,"Townsend St at 7th St",37.771058,-122.402717,1372,"Subscriber",1989,"Male","No"
1020,"2018-01-23 11:21:31.1870","2018-01-23 11:38:31.3720",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,11,"Davis St at Jackson St",37.79728,-122.398436,1384,"Subscriber",1957,"Male","No"
415,"2018-01-23 11:31:01.9300","2018-01-23 11:37:57.0760",121,"Mission Playground",37.7592103,-122.4213392,124,"19th St at Florida St",37.7604469,-122.410807,520,"Subscriber",1984,"Male","No"
1191,"2018-01-23 11:18:01.9250","2018-01-23 11:37:52.9660",167,"College Ave at Harwood Ave",37.848152,-122.2521599,244,"Shattuck Ave at Hearst Ave",37.8737917,-122.2686176,3199,"Customer",1957,"Male","No"
418,"2018-01-23 11:30:02.1780","2018-01-23 11:37:00.5170",22,"Howard St at Beale St",37.789756,-122.394643,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,779,"Subscriber",1958,"Male","No"
497,"2018-01-23 11:27:06.1870","2018-01-23 11:35:23.5290",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,41,"Golden Gate Ave at Polk St",37.78127,-122.41874,1813,"Subscriber",1978,"Female","No"
374,"2018-01-23 11:29:04.4350","2018-01-23 11:35:18.7250",28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,81,"Berry St at 4th St",37.77588,-122.39317,156,"Subscriber",1987,"Male","No"
3742,"2018-01-23 10:31:59.7490","2018-01-23 11:34:22.2200",97,"14th St at Mission St",37.7682646,-122.4201102,9,"Broadway at Battery St",37.79857210846256,-122.40086898207666,1982,"Customer","","","No"
956,"2018-01-23 11:17:48.8360","2018-01-23 11:33:45.5180",153,"59th St at Horton St",37.8409452,-122.2913604,160,"West Oakland BART Station",37.8053183,-122.2948365,3602,"Subscriber",1982,"Female","No"
352,"2018-01-23 11:27:22.6050","2018-01-23 11:33:15.2610",200,"2nd Ave at E 18th St",37.800213566969795,-122.25381016731262,163,"Lake Merritt BART Station",37.7973195,-122.2653199,2638,"Subscriber",1986,"Male","No"
1410,"2018-01-23 11:09:04.9960","2018-01-23 11:32:35.7480",134,"Valencia St at 24th St",37.7524278,-122.4206278,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,3160,"Customer",1978,"Male","No"
664,"2018-01-23 11:20:54.2310","2018-01-23 11:31:58.8610",121,"Mission Playground",37.7592103,-122.4213392,41,"Golden Gate Ave at Polk St",37.78127,-122.41874,2102,"Subscriber",1992,"Male","No"
812,"2018-01-23 11:18:20.2140","2018-01-23 11:31:52.5910",11,"Davis St at Jackson St",37.79728,-122.398436,49,"S Park St at 3rd St",37.7807601,-122.3949894,1713,"Subscriber",1982,"Other","No"
348,"2018-01-23 11:26:00.3210","2018-01-23 11:31:49.3010",6,"The Embarcadero at Sansome St",37.80477,-122.403234,16,"Steuart St at Market St",37.79413,-122.39443,2803,"Subscriber",1987,"Male","No"
532,"2018-01-23 11:22:33.9110","2018-01-23 11:31:25.9710",49,"S Park St at 3rd St",37.7807601,-122.3949894,324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,2855,"Subscriber",1992,"Male","No"
490,"2018-01-23 11:23:00.7960","2018-01-23 11:31:11.7790",130,"22nd St Caltrain Station",37.75736899005735,-122.3920565843582,81,"Berry St at 4th St",37.77588,-122.39317,3119,"Subscriber",1973,"Male","No"
1140,"2018-01-23 11:12:04.1780","2018-01-23 11:31:04.2600",85,"Church St at Duboce Ave",37.7700831,-122.4291557,16,"Steuart St at Market St",37.79413,-122.39443,2328,"Subscriber",1981,"Male","No"
605,"2018-01-23 11:19:36.2050","2018-01-23 11:29:41.5910",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,115,"Jackson Playground",37.7650259,-122.3987734,2696,"Subscriber",1980,"Other","No"
4762,"2018-01-23 10:10:15.3360","2018-01-23 11:29:37.7230",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,138,"Jersey St at Church St",37.7509004,-122.4274114,423,"Subscriber",1991,"Male","No"
1306,"2018-01-23 11:07:00.3010","2018-01-23 11:28:46.8360",105,"16th St at Prosper St",37.764285,-122.4318042,13,"Commercial St at Montgomery St",37.794231,-122.402923,2378,"Subscriber",1972,"Female","No"
1299,"2018-01-23 11:06:57.9460","2018-01-23 11:28:37.5040",120,"Mission Dolores Park",37.7614205,-122.4264353,64,"5th St at Brannan St",37.7767539,-122.3990176,2469,"Customer",1973,"Male","No"
913,"2018-01-23 11:12:54.6570","2018-01-23 11:28:08.3450",125,"20th St at Bryant St",37.7592005,-122.409851,75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,2525,"Subscriber",1995,"Male","No"
510,"2018-01-23 11:19:35.2710","2018-01-23 11:28:05.8530",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,1779,"Customer",1985,"Male","No"
462,"2018-01-23 11:20:13.2090","2018-01-23 11:27:56.1460",122,"19th St at Mission St",37.760299,-122.418892,78,"Folsom St at 9th St",37.7737172,-122.4116467,3095,"Subscriber",1987,"Male","No"
1517,"2018-01-23 11:02:03.9210","2018-01-23 11:27:21.8080",267,"Derby St at College Ave",37.8618037,-122.2535687,148,"Horton St at 40th St",37.8297046,-122.2876102,1554,"Subscriber",1982,"Male","No"
694,"2018-01-23 11:14:46.5770","2018-01-23 11:26:21.5670",296,"5th St at Virginia St",37.3259984,-121.87712,280,"San Fernando at 7th St",37.337246,-121.8830739,1914,"Subscriber",1995,"Female","Yes"
373,"2018-01-23 11:19:57.7830","2018-01-23 11:26:11.3560",245,"Downtown Berkeley BART",37.8703477,-122.2677637,243,"Bancroft Way at College Ave",37.8693603,-122.2543374,1989,"Subscriber",1982,"Male","No"
291,"2018-01-23 11:21:12.2770","2018-01-23 11:26:03.7480",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,23,"The Embarcadero at Steuart St",37.791464,-122.391034,3224,"Subscriber",1965,"Male","No"
593,"2018-01-23 11:16:08.8300","2018-01-23 11:26:02.4310",284,"Yerba Buena Center for the Arts (Howard St at 3rd St)",37.78487208436062,-122.40087568759917,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,3686,"Subscriber",1974,"Female","No"
360,"2018-01-23 11:19:58.7000","2018-01-23 11:25:58.7840",284,"Yerba Buena Center for the Arts (Howard St at 3rd St)",37.78487208436062,-122.40087568759917,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,1978,"Customer","","","No"
186,"2018-01-23 11:22:51.4190","2018-01-23 11:25:58.1020",243,"Bancroft Way at College Ave",37.8693603,-122.2543374,245,"Downtown Berkeley BART",37.8703477,-122.2677637,3608,"Subscriber",1997,"Other","Yes"
358,"2018-01-23 11:19:42.1650","2018-01-23 11:25:40.1970",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,114,"Rhode Island St at 17th St",37.7644783,-122.4025701,3575,"Subscriber",1978,"Male","No"
656,"2018-01-23 11:14:29.1870","2018-01-23 11:25:25.8420",112,"Harrison St at 17th St",37.7638471,-122.4130036,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,369,"Subscriber",1988,"Male","Yes"
275,"2018-01-23 11:20:18.8950","2018-01-23 11:24:54.8000",116,"Mississippi St at 17th St",37.7648022,-122.3947713,114,"Rhode Island St at 17th St",37.7644783,-122.4025701,1618,"Subscriber",1965,"Female","No"
2005,"2018-01-23 10:50:36.7970","2018-01-23 11:24:02.2330",85,"Church St at Duboce Ave",37.7700831,-122.4291557,19,"Post St at Kearny St",37.788975,-122.403452,2100,"Subscriber",1989,"Male","No"
383,"2018-01-23 11:17:03.0720","2018-01-23 11:23:26.8530",23,"The Embarcadero at Steuart St",37.791464,-122.391034,66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,2788,"Subscriber",1971,"Male","No"
723,"2018-01-23 11:10:51.0760","2018-01-23 11:22:54.8910",58,"Market St at 10th St",37.776619,-122.417385,36,"Folsom St at 3rd St",37.78383,-122.39887,2810,"Subscriber",1992,"Male","No"
217,"2018-01-23 11:19:01.2030","2018-01-23 11:22:38.9330",125,"20th St at Bryant St",37.7592005,-122.409851,125,"20th St at Bryant St",37.7592005,-122.409851,2300,"Subscriber",1983,"Female","No"
622,"2018-01-23 11:12:03.7420","2018-01-23 11:22:25.9440",243,"Bancroft Way at College Ave",37.8693603,-122.2543374,167,"College Ave at Harwood Ave",37.848152,-122.2521599,3465,"Subscriber",1992,"Male","No"
403,"2018-01-23 11:14:52.9620","2018-01-23 11:21:36.7740",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,1372,"Subscriber",1975,"Male","No"
273,"2018-01-23 11:15:42.8520","2018-01-23 11:20:16.6500",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,258,"University Ave at Oxford St",37.8723555,-122.2664467,1165,"Subscriber",1989,"Male","No"
698,"2018-01-23 11:07:49.9970","2018-01-23 11:19:28.5940",78,"Folsom St at 9th St",37.7737172,-122.4116467,49,"S Park St at 3rd St",37.7807601,-122.3949894,755,"Subscriber",1991,"Male","No"
649,"2018-01-23 11:08:20.7650","2018-01-23 11:19:10.6090",93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,78,"Folsom St at 9th St",37.7737172,-122.4116467,3371,"Subscriber",1968,"Male","No"
310,"2018-01-23 11:13:52.1700","2018-01-23 11:19:02.9890",58,"Market St at 10th St",37.776619,-122.417385,88,"11th St at Bryant St",37.7700298,-122.4117258,2993,"Subscriber",1992,"Male","No"
505,"2018-01-23 11:10:24.1680","2018-01-23 11:18:49.9280",177,"MacArthur Blvd at Telegraph Ave",37.8262863,-122.2651002,180,"Telegraph Ave at 23rd St",37.8126783,-122.2687726,654,"Customer",1987,"Male","No"
810,"2018-01-23 11:05:06.0270","2018-01-23 11:18:36.0790",175,"49th St at Telegraph Ave",37.8359455,-122.2623663,180,"Telegraph Ave at 23rd St",37.8126783,-122.2687726,3433,"Customer",1995,"Male","No"
245,"2018-01-23 11:14:13.4200","2018-01-23 11:18:18.4270",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,412,"Subscriber",1978,"Male","No"
465,"2018-01-23 11:10:24.4240","2018-01-23 11:18:09.5800",85,"Church St at Duboce Ave",37.7700831,-122.4291557,122,"19th St at Mission St",37.760299,-122.418892,1519,"Subscriber",1981,"Male","No"
1057,"2018-01-23 10:59:11.4480","2018-01-23 11:16:49.1750",25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,58,"Market St at 10th St",37.776619,-122.417385,3142,"Subscriber",1978,"Male","No"
136,"2018-01-23 11:14:23.5850","2018-01-23 11:16:39.7780",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,1665,"Subscriber",1969,"Male","No"
920,"2018-01-23 11:01:16.8190","2018-01-23 11:16:37.7510",101,"San Bruno Ave at 16th St",37.76600774273675,-122.40567684173583,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,1634,"Subscriber","","","No"
467,"2018-01-23 11:08:36.9680","2018-01-23 11:16:24.3820",245,"Downtown Berkeley BART",37.8703477,-122.2677637,239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,3217,"Subscriber",1996,"Male","No"
511,"2018-01-23 11:07:10.8370","2018-01-23 11:15:42.6720",313,"Almaden Blvd at San Fernando St",37.331415,-121.8932,305,"Ryland Park",37.342725,-121.895617,3706,"Subscriber",1965,"Male","No"
682,"2018-01-23 11:03:41.8670","2018-01-23 11:15:04.2980",86,"Market St at Dolores St",37.7693053,-122.4268256,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,2994,"Subscriber",1983,"Male","No"
306,"2018-01-23 11:09:40.2260","2018-01-23 11:14:46.5660",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,125,"20th St at Bryant St",37.7592005,-122.409851,2244,"Subscriber",1970,"Male","No"
604,"2018-01-23 11:04:06.6370","2018-01-23 11:14:11.4410",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,3224,"Subscriber",1983,"Male","No"
363,"2018-01-23 11:07:40.4460","2018-01-23 11:13:44.1420",80,"Townsend St at 5th St",37.7753058,-122.39738,114,"Rhode Island St at 17th St",37.7644783,-122.4025701,1384,"Subscriber",1970,"Male","No"
352,"2018-01-23 11:07:32.8730","2018-01-23 11:13:24.9290",200,"2nd Ave at E 18th St",37.800213566969795,-122.25381016731262,201,"10th St at Fallon St",37.7976728,-122.2629973,1392,"Subscriber",1983,"Male","No"
942,"2018-01-23 10:57:11.7530","2018-01-23 11:12:53.7790",140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,130,"22nd St Caltrain Station",37.75736899005735,-122.3920565843582,3589,"Subscriber",1970,"Male","No"
830,"2018-01-23 10:58:13.2780","2018-01-23 11:12:03.3520",42,"San Francisco City Hall (Polk St at Grove St)",37.77865,-122.41823,16,"Steuart St at Market St",37.79413,-122.39443,2302,"Subscriber",1972,"Female","No"
694,"2018-01-23 11:00:21.3750","2018-01-23 11:11:55.5670",53,"Grove St at Divisadero",37.775946,-122.4377775,109,"17th St at Valencia St",37.7633158,-122.4219039,2642,"Subscriber",1982,"Male","No"
739,"2018-01-23 10:58:46.6760","2018-01-23 11:11:05.7940",56,"Koshland Park",37.77341396997343,-122.42731690406801,70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,1079,"Customer",1985,"Female","No"
872,"2018-01-23 10:56:33.0240","2018-01-23 11:11:05.6060",56,"Koshland Park",37.77341396997343,-122.42731690406801,70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,1588,"Subscriber",1983,"Female","No"
540,"2018-01-23 11:01:54.1280","2018-01-23 11:10:54.7120",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,49,"S Park St at 3rd St",37.7807601,-122.3949894,2019,"Subscriber",1990,"Male","No"
1030,"2018-01-23 10:53:38.0980","2018-01-23 11:10:48.4910",285,"Webster St at O'Farrell St",37.78352083526095,-122.43115782737732,36,"Folsom St at 3rd St",37.78383,-122.39887,2088,"Subscriber",1987,"Male","No"
1347,"2018-01-23 10:47:44.5400","2018-01-23 11:10:12.3890",25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,33,"Golden Gate Ave at Hyde St",37.7816495,-122.4154077,151,"Customer",1988,"Male","No"
1306,"2018-01-23 10:47:50.3640","2018-01-23 11:09:36.8150",16,"Steuart St at Market St",37.79413,-122.39443,88,"11th St at Bryant St",37.7700298,-122.4117258,3092,"Subscriber",1977,"Male","No"
990,"2018-01-23 10:53:04.4010","2018-01-23 11:09:34.6950",172,"College Ave at Taft Ave",37.8417999,-122.2515349,243,"Bancroft Way at College Ave",37.8693603,-122.2543374,21,"Subscriber",1981,"Male","No"
781,"2018-01-23 10:56:23.4860","2018-01-23 11:09:25.2330",40,"Laguna St at McAllister St",37.7792082,-122.4268287,324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,488,"Subscriber",1987,"Male","No"
662,"2018-01-23 10:57:52.9830","2018-01-23 11:08:55.6760",96,"Dolores St at 15th St",37.7662102,-122.4266136,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,2536,"Subscriber",1976,"Male","No"
743,"2018-01-23 10:55:42.1000","2018-01-23 11:08:05.3580",81,"Berry St at 4th St",37.77588,-122.39317,6,"The Embarcadero at Sansome St",37.80477,-122.403234,527,"Subscriber",1994,"Male","No"
704,"2018-01-23 10:56:05.8990","2018-01-23 11:07:50.7910",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,22,"Howard St at Beale St",37.789756,-122.394643,1211,"Subscriber",1983,"Male","No"
229,"2018-01-23 11:03:04.4830","2018-01-23 11:06:54.4430",106,"Sanchez St at 17th St",37.7632417,-122.4306746,121,"Mission Playground",37.7592103,-122.4213392,1535,"Subscriber",1986,"Male","No"
572,"2018-01-23 10:57:14.8510","2018-01-23 11:06:47.8120",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,2856,"Subscriber",1989,"Male","No"
814,"2018-01-23 10:53:11.6730","2018-01-23 11:06:46.2910",148,"Horton St at 40th St",37.8297046,-122.2876102,231,"14th St at Filbert St",37.80874983465997,-122.28328227996825,2339,"Subscriber",1982,"Female","Yes"
400,"2018-01-23 10:58:41.9280","2018-01-23 11:05:22.2600",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,6,"The Embarcadero at Sansome St",37.80477,-122.403234,2783,"Subscriber",1989,"Male","No"
625,"2018-01-23 10:54:13.0530","2018-01-23 11:04:38.8850",36,"Folsom St at 3rd St",37.78383,-122.39887,101,"San Bruno Ave at 16th St",37.76600774273675,-122.40567684173583,774,"Subscriber",1980,"Male","No"
701,"2018-01-23 10:52:50.7770","2018-01-23 11:04:32.4170",93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,1319,"Subscriber",1973,"Male","No"
551,"2018-01-23 10:55:07.1390","2018-01-23 11:04:18.8250",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,1310,"Subscriber",1975,"Male","No"
357,"2018-01-23 10:58:20.0140","2018-01-23 11:04:17.4800",118,"Eureka Valley Recreation Center",37.7591769,-122.4369431,105,"16th St at Prosper St",37.764285,-122.4318042,1591,"Subscriber",1972,"Female","No"
139,"2018-01-23 11:01:56.9740","2018-01-23 11:04:16.8200",102,"Irwin St at 8th St",37.7668828,-122.3995794,114,"Rhode Island St at 17th St",37.7644783,-122.4025701,2244,"Subscriber",1970,"Male","No"
165,"2018-01-23 11:00:42.6860","2018-01-23 11:03:28.0260",14,"Clay St at Battery St",37.795001,-122.39997,20,"Mechanics Monument Plaza (Market St at Bush St)",37.7913,-122.399051,2998,"Subscriber",1962,"Male","No"
540,"2018-01-23 10:54:24.2230","2018-01-23 11:03:24.8970",196,"Grand Ave at Perkins St",37.80889393398715,-122.25646018981932,182,"19th Street BART Station",37.8090126,-122.2682473,3130,"Subscriber",1944,"Male","No"
164,"2018-01-23 11:00:32.8780","2018-01-23 11:03:17.1040",310,"San Fernando St at 4th St",37.335885,-121.88566,311,"Paseo De San Antonio at 2nd St",37.333798,-121.886943,2914,"Subscriber",1979,"Female","No"
312,"2018-01-23 10:57:53.8960","2018-01-23 11:03:06.2490",133,"Valencia St at 22nd St",37.7552126,-122.4209752,129,"Harrison St at 20th St",37.758862,-122.412544,1695,"Subscriber",1989,"Female","No"
437,"2018-01-23 10:55:26.5590","2018-01-23 11:02:44.2280",37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,61,"Howard St at 8th St",37.7765126,-122.4113061,2841,"Subscriber",1987,"Male","No"
1994,"2018-01-23 10:29:27.9430","2018-01-23 11:02:42.4450",22,"Howard St at Beale St",37.789756,-122.394643,22,"Howard St at Beale St",37.789756,-122.394643,779,"Subscriber",1966,"Male","No"
524,"2018-01-23 10:53:56.5310","2018-01-23 11:02:41.2450",53,"Grove St at Divisadero",37.775946,-122.4377775,59,"S Van Ness Ave at Market St",37.774814,-122.418954,1733,"Subscriber",1985,"Male","No"
348,"2018-01-23 10:56:31.6440","2018-01-23 11:02:20.1410",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,79,"7th St at Brannan St",37.7734919,-122.4036725,2480,"Subscriber",1987,"Male","No"
552,"2018-01-23 10:52:51.8250","2018-01-23 11:02:03.9050",7,"Frank H Ogawa Plaza",37.8045623549303,-122.27173805236816,202,"Washington St at 8th St",37.8007544,-122.2748943,1765,"Subscriber",1983,"Male","Yes"
